"Time (ms)","Recording (a.u.)"
4.952270919E1,9.756414220E-3
4.954354332E1,-1.528616995E-3
4.956437744E1,-1.255989634E-2
4.958521156E1,-2.516081929E-2
4.960604568E1,-3.543274850E-2
4.962687981E1,-4.316694289E-2
4.964771393E1,-4.913340509E-2
4.966854805E1,-5.062292516E-2
4.968938217E1,-4.978145659E-2
4.971021630E1,-4.818522930E-2
4.973105042E1,-4.520832375E-2
4.975188454E1,-4.272966087E-2
4.977271866E1,-4.235173017E-2
4.979355279E1,-4.262503982E-2
4.981438691E1,-4.425109923E-2
4.983522103E1,-4.681334272E-2
4.985605515E1,-4.775524139E-2
4.987688928E1,-4.962046817E-2
4.989772340E1,-5.244030058E-2
4.991855752E1,-5.515940860E-2
4.993939164E1,-5.966324359E-2
4.996022577E1,-6.530581415E-2
4.998105989E1,-7.030109316E-2
5.000189401E1,-7.461787015E-2
5.002272813E1,-7.931654155E-2
5.004356226E1,-8.216872066E-2
5.006439638E1,-8.440425992E-2
5.008523050E1,-8.790591359E-2
5.010606462E1,-9.094370902E-2
5.012689875E1,-9.697423875E-2
5.014773287E1,-1.053037867E-1
5.016856699E1,-1.131126434E-1
5.018940111E1,-1.206993908E-1
5.021023524E1,-1.253441572E-1
5.023106936E1,-1.261853129E-1
5.025190348E1,-1.242162511E-1
5.027273760E1,-1.211001128E-1
5.029357173E1,-1.178001910E-1
5.031440585E1,-1.149900779E-1
5.033523997E1,-1.128749251E-1
5.035607409E1,-1.083927378E-1
5.037690822E1,-1.017145962E-1
5.039774234E1,-9.306743741E-2
5.041857646E1,-8.036935329E-2
5.043941058E1,-6.560795009E-2
5.046024471E1,-5.023966730E-2
5.048107883E1,-3.389400244E-2
5.050191295E1,-1.771930978E-2
5.052274707E1,-1.591901295E-3
5.054358120E1,1.546897553E-2
5.056441532E1,3.370959312E-2
5.058524944E1,5.400870740E-2
5.060608356E1,7.671018690E-2
5.062691769E1,9.986893833E-2
5.064775181E1,1.212058663E-1
5.066858593E1,1.400389373E-1
5.068942005E1,1.558156312E-1
5.071025418E1,1.686859429E-1
5.073108830E1,1.797882020E-1
5.075192242E1,1.892339587E-1
5.077275654E1,1.979598999E-1
5.079359067E1,2.064902633E-1
5.081442479E1,2.130441070E-1
5.083525891E1,2.168141007E-1
5.085609303E1,2.168877721E-1
5.087692716E1,2.117030323E-1
5.089776128E1,2.016381025E-1
5.091859540E1,1.881987751E-1
5.093942952E1,1.736288071E-1
5.096026365E1,1.598708630E-1
5.098109777E1,1.470201015E-1
5.100193189E1,1.341257840E-1
5.102276601E1,1.197873652E-1
5.104360014E1,1.026945412E-1
5.106443426E1,8.302320540E-2
5.108526838E1,6.175535917E-2
5.110610250E1,3.938727826E-2
5.112693663E1,1.754542068E-2
5.114777075E1,-1.962777227E-3
5.116860487E1,-1.942156069E-2
5.118943899E1,-3.569221124E-2
5.121027312E1,-5.114751309E-2
5.123110724E1,-6.643034518E-2
5.125194136E1,-8.188094199E-2
5.127277548E1,-9.650309384E-2
5.129360961E1,-1.089256853E-1
5.131444373E1,-1.179093421E-1
5.133527785E1,-1.231736839E-1
5.135611197E1,-1.256575584E-1
5.137694610E1,-1.262788624E-1
5.139778022E1,-1.259606630E-1
5.141861434E1,-1.250728965E-1
5.143944846E1,-1.238847524E-1
5.146028259E1,-1.221684515E-1
5.148111671E1,-1.183350161E-1
5.150195083E1,-1.118340939E-1
5.152278495E1,-1.035622656E-1
5.154361908E1,-9.409079701E-2
5.156445320E1,-8.345323801E-2
5.158528732E1,-7.287047803E-2
5.160612144E1,-6.343851238E-2
5.162695557E1,-5.482001230E-2
5.164778969E1,-4.716870934E-2
5.166862381E1,-4.033289105E-2
5.168945793E1,-3.398740292E-2
5.171029206E1,-2.787253633E-2
5.173112618E1,-2.225385420E-2
5.175196030E1,-1.804450154E-2
5.177279442E1,-1.510239113E-2
5.179362855E1,-1.317170355E-2
5.181446267E1,-1.217326988E-2
5.183529679E1,-1.184691861E-2
5.185613091E1,-1.103040762E-2
5.187696504E1,-9.333902970E-3
5.189779916E1,-7.314493880E-3
5.191863328E1,-4.548532423E-3
5.193946740E1,-1.880720607E-3
5.196030153E1,-2.626290079E-4
5.198113565E1,1.198555838E-4
5.200196977E1,-3.865305043E-4
5.202280389E1,-6.562621566E-4
5.204363802E1,3.513231059E-5
5.206447214E1,2.616231795E-3
5.208530626E1,6.376283709E-3
5.210614038E1,1.049535442E-2
5.212697451E1,1.500853151E-2
5.214780863E1,1.878982410E-2
5.216864275E1,2.157057449E-2
5.218947687E1,2.354662493E-2
5.221031100E1,2.492203191E-2
5.223114512E1,2.632033080E-2
5.225197924E1,2.863209322E-2
5.227281336E1,3.168747202E-2
5.229364749E1,3.418232501E-2
5.231448161E1,3.564648703E-2
5.233531573E1,3.474002704E-2
5.235614985E1,3.109002113E-2
5.237698398E1,2.632264607E-2
5.239781810E1,2.170544490E-2
5.241865222E1,1.789923385E-2
5.243948634E1,1.484296471E-2
5.246032047E1,1.178089902E-2
5.248115459E1,6.424062885E-3
5.250198871E1,-1.986210002E-3
5.252282283E1,-1.232286077E-2
5.254365696E1,-2.393020131E-2
5.256449108E1,-3.464253619E-2
5.258532520E1,-4.366638511E-2
5.260615932E1,-5.180104822E-2
5.262699345E1,-5.871424451E-2
5.264782757E1,-6.563843787E-2
5.266866169E1,-7.342994213E-2
5.268949581E1,-8.147669584E-2
5.271032994E1,-9.031303227E-2
5.273116406E1,-9.953036904E-2
5.275199818E1,-1.076182127E-1
5.277283230E1,-1.145619303E-1
5.279366643E1,-1.195917353E-1
5.281450055E1,-1.228456497E-1
5.283533467E1,-1.266329885E-1
5.285616879E1,-1.305107474E-1
5.287700292E1,-1.338863224E-1
5.289783704E1,-1.361556500E-1
5.291867116E1,-1.360213757E-1
5.293950528E1,-1.329320371E-1
5.296033941E1,-1.268379986E-1
5.298117353E1,-1.185206920E-1
5.300200765E1,-1.067384109E-1
5.302284177E1,-9.113857895E-2
5.304367590E1,-7.236553729E-2
5.306451002E1,-5.118916556E-2
5.308534414E1,-2.955070138E-2
5.310617826E1,-9.390063584E-3
5.312701239E1,8.499608375E-3
5.314784651E1,2.564689517E-2
5.316868063E1,4.284936190E-2
5.318951475E1,6.112601236E-2
5.321034888E1,7.961115986E-2
5.323118300E1,9.660092741E-2
5.325201712E1,1.113507673E-1
5.327285124E1,1.228087842E-1
5.329368537E1,1.310421824E-1
5.331451949E1,1.360318363E-1
5.333535361E1,1.419861913E-1
5.335618773E1,1.498558223E-1
5.337702186E1,1.588319838E-1
5.339785598E1,1.711810529E-1
5.341869010E1,1.828396320E-1
5.343952422E1,1.918607652E-1
5.346035835E1,1.968182325E-1
5.348119247E1,1.953455508E-1
5.350202659E1,1.898159385E-1
5.352286071E1,1.818337739E-1
5.354369484E1,1.729140282E-1
5.356452896E1,1.636902690E-1
5.358536308E1,1.543985903E-1
5.360619720E1,1.434017420E-1
5.362703133E1,1.296920031E-1
5.364786545E1,1.144472212E-1
5.366869957E1,9.613396227E-2
5.368953369E1,7.727809995E-2
5.371036782E1,6.122703478E-2
5.373120194E1,4.670382291E-2
5.375203606E1,3.494641185E-2
5.377287018E1,2.668942697E-2
5.379370431E1,1.847839542E-2
5.381453843E1,9.245520458E-3
5.383537255E1,-1.419317443E-3
5.385620667E1,-1.394453552E-2
5.387704080E1,-2.483257651E-2
5.389787492E1,-3.279461712E-2
5.391870904E1,-3.835872188E-2
5.393954316E1,-4.140314832E-2
5.396037729E1,-4.232036322E-2
5.398121141E1,-4.202478006E-2
5.400204553E1,-4.093089700E-2
5.402287965E1,-3.872244060E-2
5.404371378E1,-3.818660229E-2
5.406454790E1,-3.916516155E-2
5.408538202E1,-4.135218263E-2
5.410621614E1,-4.490463063E-2
5.412705027E1,-4.655354470E-2
5.414788439E1,-4.790620133E-2
5.416871851E1,-4.983608425E-2
5.418955263E1,-5.313143507E-2
5.421038676E1,-5.888474733E-2
5.423122088E1,-6.516854465E-2
5.425205500E1,-7.071356475E-2
5.427288912E1,-7.468076795E-2
5.429372325E1,-7.879233360E-2
5.431455737E1,-8.240193874E-2
5.433539149E1,-8.561535180E-2
5.435622561E1,-8.835490793E-2
5.437705974E1,-8.970895410E-2
5.439789386E1,-9.257567674E-2
5.441872798E1,-9.632307291E-2
5.443956210E1,-1.024525315E-1
5.446039623E1,-1.107677072E-1
5.448123035E1,-1.178991646E-1
5.450206447E1,-1.222908869E-1
5.452289859E1,-1.230141595E-1
5.454373272E1,-1.225593239E-1
5.456456684E1,-1.204113215E-1
5.458540096E1,-1.183429807E-1
5.460623508E1,-1.161714196E-1
5.462706921E1,-1.114599779E-1
5.464790333E1,-1.062405407E-1
5.466873745E1,-9.783165157E-2
5.468957157E1,-8.701473475E-2
5.471040570E1,-7.453660667E-2
5.473123982E1,-5.955194682E-2
5.475207394E1,-4.344233125E-2
5.477290806E1,-2.576692589E-2
5.479374219E1,-8.806746453E-3
5.481457631E1,8.135318756E-3
5.483541043E1,2.550009638E-2
5.485624455E1,4.403854534E-2
5.487707868E1,6.539006531E-2
5.489791280E1,8.709585667E-2
5.491874692E1,1.085107550E-1
5.493958104E1,1.277130544E-1
5.496041517E1,1.438172162E-1
5.498124929E1,1.575913578E-1
5.500208341E1,1.696785390E-1
5.502291753E1,1.807042360E-1
5.504375166E1,1.893781424E-1
5.506458578E1,1.967569888E-1
5.508541990E1,2.026072145E-1
5.510625402E1,2.062719911E-1
5.512708815E1,2.077970952E-1
5.514792227E1,2.056541741E-1
5.516875639E1,1.994493008E-1
5.518959051E1,1.894777715E-1
5.521042464E1,1.776717305E-1
5.523125876E1,1.656084657E-1
5.525209288E1,1.537318528E-1
5.527292700E1,1.411098540E-1
5.529376113E1,1.266235560E-1
5.531459525E1,1.105331853E-1
5.533542937E1,9.216558933E-2
5.535626349E1,7.291786373E-2
5.537709762E1,5.386466905E-2
5.539793174E1,3.458215669E-2
5.541876586E1,1.588944346E-2
5.543959998E1,-2.072797157E-3
5.546043411E1,-1.914873905E-2
5.548126823E1,-3.545456007E-2
5.550210235E1,-5.127978697E-2
5.552293647E1,-6.715493649E-2
5.554377060E1,-8.289317787E-2
5.556460472E1,-9.682649374E-2
5.558543884E1,-1.080115587E-1
5.560627296E1,-1.156025976E-1
5.562710709E1,-1.199758798E-1
5.564794121E1,-1.223392412E-1
5.566877533E1,-1.231281385E-1
5.568960945E1,-1.233086064E-1
5.571044358E1,-1.231301725E-1
5.573127770E1,-1.218526289E-1
5.575211182E1,-1.192546859E-1
5.577294594E1,-1.151194870E-1
5.579378007E1,-1.090447903E-1
5.581461419E1,-1.014877260E-1
5.583544831E1,-9.321370721E-2
5.585628243E1,-8.470167220E-2
5.587711656E1,-7.704122365E-2
5.589795068E1,-7.084928453E-2
5.591878480E1,-6.490664184E-2
5.593961892E1,-5.853831023E-2
5.596045305E1,-5.192583054E-2
5.598128717E1,-4.466281086E-2
5.600212129E1,-3.765846416E-2
5.602295541E1,-3.224898130E-2
5.604378954E1,-2.843604423E-2
5.606462366E1,-2.581924200E-2
5.608545778E1,-2.383902296E-2
5.610629190E1,-2.183800191E-2
5.612712603E1,-1.911107823E-2
5.614796015E1,-1.552200317E-2
5.616879427E1,-1.124294102E-2
5.618962840E1,-6.635929458E-3
5.621046252E1,-2.236949978E-3
5.623129664E1,1.448708121E-3
5.625213076E1,3.460476873E-3
5.627296489E1,4.040363245E-3
5.629379901E1,4.538957495E-3
5.631463313E1,5.862440914E-3
5.633546725E1,8.019788191E-3
5.635630138E1,1.107124798E-2
5.637713550E1,1.465201005E-2
5.639796962E1,1.773830876E-2
5.641880374E1,2.037514374E-2
5.643963787E1,2.270758152E-2
5.646047199E1,2.502565086E-2
5.648130611E1,2.719073743E-2
5.650214023E1,2.865546197E-2
5.652297436E1,3.006276488E-2
5.654380848E1,3.182408586E-2
5.656464260E1,3.331711143E-2
5.658547672E1,3.403387591E-2
5.660631085E1,3.414950892E-2
5.662714497E1,3.266840428E-2
5.664797909E1,2.916059271E-2
5.666881321E1,2.490556240E-2
5.668964734E1,1.937038079E-2
5.671048146E1,1.374745462E-2
5.673131558E1,9.946087375E-3
5.675214970E1,5.378915928E-3
5.677298383E1,-3.588830587E-4
5.679381795E1,-6.580580026E-3
5.681465207E1,-1.709400862E-2
5.683548619E1,-3.010600433E-2
5.685632032E1,-4.165440798E-2
5.687715444E1,-5.371098965E-2
5.689798856E1,-6.382048130E-2
5.691882268E1,-7.042843103E-2
5.693965681E1,-7.688771188E-2
5.696049093E1,-8.313272893E-2
5.698132505E1,-8.919759095E-2
5.700215917E1,-9.645707905E-2
5.702299330E1,-1.043709219E-1
5.704382742E1,-1.108366549E-1
5.706466154E1,-1.165164113E-1
5.708549566E1,-1.201003566E-1
5.710632979E1,-1.198209077E-1
5.712716391E1,-1.211788356E-1
5.714799803E1,-1.228953451E-1
5.716883215E1,-1.237493604E-1
5.718966628E1,-1.258763373E-1
5.721050040E1,-1.245490089E-1
5.723133452E1,-1.198481768E-1
5.725216864E1,-1.122778654E-1
5.727300277E1,-1.013958007E-1
5.729383689E1,-8.668925613E-2
5.731467101E1,-6.850597262E-2
5.733550513E1,-5.006956309E-2
5.735633926E1,-2.945078537E-2
5.737717338E1,-9.855141863E-3
5.739800750E1,7.156051695E-3
5.741884162E1,2.495008893E-2
5.743967575E1,4.231962934E-2
5.746050987E1,6.001767516E-2
5.748134399E1,7.726731151E-2
5.750217811E1,9.308180213E-2
5.752301224E1,1.066476405E-1
5.754384636E1,1.178169996E-1
5.756468048E1,1.289502978E-1
5.758551460E1,1.380403936E-1
5.760634873E1,1.451458335E-1
5.762718285E1,1.524438560E-1
5.764801697E1,1.593706906E-1
5.766885109E1,1.671861112E-1
5.768968522E1,1.760817170E-1
5.771051934E1,1.851328909E-1
5.773135346E1,1.925719678E-1
5.775218758E1,1.949547231E-1
5.777302171E1,1.927927434E-1
5.779385583E1,1.871688962E-1
5.781468995E1,1.785650700E-1
5.783552407E1,1.685891151E-1
5.785635820E1,1.578100026E-1
5.787719232E1,1.459288597E-1
5.789802644E1,1.321952492E-1
5.791886056E1,1.183702350E-1
5.793969469E1,1.029072627E-1
5.796052881E1,8.508439362E-2
5.798136293E1,6.855098903E-2
5.800219705E1,5.315648764E-2
5.802303118E1,4.014015943E-2
5.804386530E1,2.918586507E-2
5.806469942E1,2.023224905E-2
5.808553354E1,1.276483946E-2
5.810636767E1,3.367858706E-3
5.812720179E1,-6.431233604E-3
5.814803591E1,-1.715220883E-2
5.816887003E1,-2.680256590E-2
5.818970416E1,-3.439742327E-2
5.821053828E1,-4.050875455E-2
5.823137240E1,-4.307982326E-2
5.825220652E1,-4.595629126E-2
5.827304065E1,-4.660921544E-2
5.829387477E1,-4.597643763E-2
5.831470889E1,-4.707256705E-2
5.833554301E1,-4.637756199E-2
5.835637714E1,-4.742499441E-2
5.837721126E1,-4.967913404E-2
5.839804538E1,-5.282050744E-2
5.841887950E1,-5.613584816E-2
5.843971363E1,-5.847300589E-2
5.846054775E1,-6.316369772E-2
5.848138187E1,-6.814606488E-2
5.850221599E1,-7.541152835E-2
5.852305012E1,-8.239883184E-2
5.854388424E1,-8.716158569E-2
5.856471836E1,-9.228779376E-2
5.858555248E1,-9.386728704E-2
5.860638661E1,-9.517671913E-2
5.862722073E1,-9.617023170E-2
5.864805485E1,-9.592315555E-2
5.866888897E1,-9.710118175E-2
5.868972310E1,-9.900839627E-2
5.871055722E1,-1.038727164E-1
5.873139134E1,-1.102173030E-1
5.875222546E1,-1.176122576E-1
5.877305959E1,-1.235902607E-1
5.879389371E1,-1.255430281E-1
5.881472783E1,-1.260511875E-1
5.883556195E1,-1.244614571E-1
5.885639608E1,-1.226562262E-1
5.887723020E1,-1.201537997E-1
5.889806432E1,-1.157320067E-1
5.891889844E1,-1.094598323E-1
5.893973257E1,-9.963182360E-2
5.896056669E1,-8.765177429E-2
5.898140081E1,-7.331752777E-2
5.900223493E1,-5.755880475E-2
5.902306906E1,-4.083695263E-2
5.904390318E1,-2.321039513E-2
5.906473730E1,-6.034292746E-3
5.908557142E1,1.167522371E-2
5.910640555E1,2.957961336E-2
5.912723967E1,4.916668683E-2
5.914807379E1,7.091042399E-2
5.916890791E1,9.392423928E-2
5.918974204E1,1.172800958E-1
5.921057616E1,1.377686560E-1
5.923141028E1,1.553033739E-1
5.925224440E1,1.694588661E-1
5.927307853E1,1.806409657E-1
5.929391265E1,1.908826381E-1
5.931474677E1,1.995905191E-1
5.933558089E1,2.074427903E-1
5.935641502E1,2.142383456E-1
5.937724914E1,2.187824249E-1
5.939808326E1,2.210452706E-1
5.941891738E1,2.202525735E-1
5.943975151E1,2.157017291E-1
5.946058563E1,2.070308924E-1
5.948141975E1,1.953471601E-1
5.950225387E1,1.819557250E-1
5.952308800E1,1.676330268E-1
5.954392212E1,1.531965435E-1
5.956475624E1,1.375254840E-1
5.958559036E1,1.196662411E-1
5.960642449E1,9.980583191E-2
5.962725861E1,7.835370302E-2
5.964809273E1,5.662192404E-2
5.966892685E1,3.556807712E-2
5.968976098E1,1.550353784E-2
5.971059510E1,-3.543026745E-3
5.973142922E1,-2.187327482E-2
5.975226334E1,-3.965788335E-2
5.977309747E1,-5.684021115E-2
5.979393159E1,-7.363048196E-2
5.981476571E1,-9.021408111E-2
5.983559983E1,-1.059294939E-1
5.985643396E1,-1.194389611E-1
5.987726808E1,-1.290271729E-1
5.989810220E1,-1.345220655E-1
5.991893632E1,-1.369018406E-1
5.993977045E1,-1.371919662E-1
5.996060457E1,-1.363726854E-1
5.998143869E1,-1.346073151E-1
6.000227281E1,-1.327169687E-1
6.002310694E1,-1.304148883E-1
6.004394106E1,-1.268929541E-1
6.006477518E1,-1.222399399E-1
6.008560930E1,-1.161101311E-1
6.010644343E1,-1.088579893E-1
6.012727755E1,-1.006521136E-1
6.014811167E1,-9.256662428E-2
6.016894579E1,-8.507741988E-2
6.018977992E1,-7.757562399E-2
6.021061404E1,-7.033657283E-2
6.023144816E1,-6.279265881E-2
6.025228228E1,-5.532497168E-2
6.027311641E1,-4.800937325E-2
6.029395053E1,-4.067657888E-2
6.031478465E1,-3.427416459E-2
6.033561877E1,-2.911119163E-2
6.035645290E1,-2.545699105E-2
6.037728702E1,-2.252150327E-2
6.039812114E1,-1.943622530E-2
6.041895526E1,-1.552369073E-2
6.043978939E1,-1.054210775E-2
6.046062351E1,-4.880483262E-3
6.048145763E1,1.400461420E-3
6.050229175E1,6.914586760E-3
6.052312588E1,1.143387333E-2
6.054396000E1,1.512491703E-2
6.056479412E1,1.710993797E-2
6.058562824E1,1.802136749E-2
6.060646237E1,1.890759915E-2
6.062729649E1,2.035579458E-2
6.064813061E1,2.235301770E-2
6.066896473E1,2.542368136E-2
6.068979886E1,2.942754515E-2
6.071063298E1,3.303324431E-2
6.073146710E1,3.639312088E-2
6.075230122E1,3.958898783E-2
6.077313535E1,4.219048098E-2
6.079396947E1,4.383788630E-2
6.081480359E1,4.466916621E-2
6.083563771E1,4.512058198E-2
6.085647184E1,4.458056018E-2
6.087730596E1,4.297724366E-2
6.089814008E1,4.034421220E-2
6.091897420E1,3.630622476E-2
6.093980833E1,3.150718659E-2
6.096064245E1,2.670202032E-2
6.098147657E1,2.188373916E-2
6.100231069E1,1.685817167E-2
6.102314482E1,1.122447848E-2
6.104397894E1,4.004175309E-3
6.106481306E1,-4.595290404E-3
6.108564718E1,-1.378296409E-2
6.110648131E1,-2.442898788E-2
6.112731543E1,-3.629503027E-2
6.114814955E1,-4.878365248E-2
6.116898367E1,-6.204659864E-2
6.118981780E1,-7.430581748E-2
6.121065192E1,-8.458327502E-2
6.123148604E1,-9.366991371E-2
6.125232016E1,-1.005950794E-1
6.127315429E1,-1.056537479E-1
6.129398841E1,-1.123476326E-1
6.131482253E1,-1.194060743E-1
6.133565665E1,-1.249054223E-1
6.135649078E1,-1.306662858E-1
6.137732490E1,-1.344417334E-1
6.139815902E1,-1.359595507E-1
6.141899314E1,-1.376017928E-1
6.143982727E1,-1.379091889E-1
6.146066139E1,-1.370230466E-1
6.148149551E1,-1.361389756E-1
6.150232963E1,-1.323472410E-1
6.152316376E1,-1.239611059E-1
6.154399788E1,-1.132549196E-1
6.156483200E1,-9.841341525E-2
6.158566612E1,-7.975687087E-2
6.160650025E1,-6.145577133E-2
6.162733437E1,-4.180870205E-2
6.164816849E1,-2.221562155E-2
6.166900261E1,-6.109881215E-3
6.168983674E1,1.090691052E-2
6.171067086E1,3.039635532E-2
6.173150498E1,4.878638685E-2
6.175233910E1,6.828477979E-2
6.177317323E1,8.817926049E-2
6.179400735E1,1.038811505E-1
6.181484147E1,1.184578910E-1
6.183567559E1,1.309843063E-1
6.185650972E1,1.388187855E-1
6.187734384E1,1.475397050E-1
6.189817796E1,1.572191417E-1
6.191901208E1,1.646117270E-1
6.193984621E1,1.727948189E-1
6.196068033E1,1.822262704E-1
6.198151445E1,1.896704882E-1
6.200234857E1,1.952654421E-1
6.202318270E1,1.977988183E-1
6.204401682E1,1.959537268E-1
6.206485094E1,1.930413097E-1
6.208568506E1,1.886029989E-1
6.210651919E1,1.808272004E-1
6.212735331E1,1.723429412E-1
6.214818743E1,1.617670357E-1
6.216902155E1,1.477594078E-1
6.218985568E1,1.330954731E-1
6.221068980E1,1.159674078E-1
6.223152392E1,9.719806165E-2
6.225235804E1,8.092938364E-2
6.227319217E1,6.613288820E-2
6.229402629E1,5.347537994E-2
6.231486041E1,4.473638535E-2
6.233569453E1,3.833202273E-2
6.235652866E1,3.162596747E-2
6.237736278E1,2.323460579E-2
6.239819690E1,1.292417012E-2
6.241903102E1,1.603252720E-3
6.243986515E1,-8.214903995E-3
6.246069927E1,-1.716799848E-2
6.248153339E1,-2.445514500E-2
6.250236751E1,-2.842133865E-2
6.252320164E1,-3.156652674E-2
6.254403576E1,-3.328859806E-2
6.256486988E1,-3.436203301E-2
6.258570400E1,-3.666829318E-2
6.260653813E1,-3.879602998E-2
6.262737225E1,-4.144360125E-2
6.264820637E1,-4.533567280E-2
6.266904049E1,-4.925609380E-2
6.268987462E1,-5.258375406E-2
6.271070874E1,-5.741284415E-2
6.273154286E1,-6.393037736E-2
6.275237698E1,-7.154157758E-2
6.277321111E1,-8.133014292E-2
6.279404523E1,-9.044829756E-2
6.281487935E1,-9.765832126E-2
6.283571347E1,-1.034305096E-1
6.285654760E1,-1.069290563E-1
6.287738172E1,-1.091580838E-1
6.289821584E1,-1.113917530E-1
6.291904996E1,-1.137197614E-1
6.293988409E1,-1.157639027E-1
6.296071821E1,-1.189129800E-1
6.298155233E1,-1.227586120E-1
6.300238645E1,-1.272262037E-1
6.302322058E1,-1.332750469E-1
6.304405470E1,-1.381927431E-1
6.306488882E1,-1.417832077E-1
6.308572294E1,-1.441227049E-1
6.310655707E1,-1.442108154E-1
6.312739119E1,-1.427872479E-1
6.314822531E1,-1.394962370E-1
6.316905943E1,-1.336013377E-1
6.318989356E1,-1.245059073E-1
6.321072768E1,-1.142101884E-1
6.323156180E1,-1.032596976E-1
6.325239592E1,-9.039714932E-2
6.327323005E1,-7.655160129E-2
6.329406417E1,-6.067612022E-2
6.331489829E1,-4.253386706E-2
6.333573241E1,-2.276579104E-2
6.335656654E1,-1.492525451E-3
6.337740066E1,1.993962936E-2
6.339823478E1,4.136274755E-2
6.341906890E1,6.324928999E-2
6.343990303E1,8.602350950E-2
6.346073715E1,1.089172810E-1
6.348157127E1,1.304875314E-1
6.350240539E1,1.502900720E-1
6.352323952E1,1.677859426E-1
6.354407364E1,1.830713004E-1
6.356490776E1,1.961111575E-1
6.358574188E1,2.068727911E-1
6.360657601E1,2.159487009E-1
6.362741013E1,2.233513743E-1
6.364824425E1,2.286503613E-1
6.366907837E1,2.314367592E-1
6.368991250E1,2.317779064E-1
6.371074662E1,2.297554910E-1
6.373158074E1,2.249175012E-1
6.375241486E1,2.165666670E-1
6.377324899E1,2.051416934E-1
6.379408311E1,1.917353570E-1
6.381491723E1,1.765520573E-1
6.383575135E1,1.600196064E-1
6.385658548E1,1.420027018E-1
6.387741960E1,1.223251075E-1
6.389825372E1,1.020376086E-1
6.391908784E1,8.119034767E-2
6.393992197E1,6.031390652E-2
6.396075609E1,4.030359909E-2
6.398159021E1,2.054333501E-2
6.400242433E1,4.180157557E-4
6.402325846E1,-2.015011944E-2
6.404409258E1,-4.037747905E-2
6.406492670E1,-5.962400138E-2
6.408576082E1,-7.725337148E-2
6.410659495E1,-9.305298328E-2
6.412742907E1,-1.074341908E-1
6.414826319E1,-1.190022677E-1
6.416909731E1,-1.275996268E-1
6.418993144E1,-1.337404251E-1
6.421076556E1,-1.372466832E-1
6.423159968E1,-1.391471326E-1
6.425243380E1,-1.396537125E-1
6.427326793E1,-1.391299367E-1
6.429410205E1,-1.382027864E-1
6.431493617E1,-1.365436763E-1
6.433577029E1,-1.334880590E-1
6.435660442E1,-1.289929897E-1
6.437743854E1,-1.237271875E-1
6.439827266E1,-1.173348799E-1
6.441910678E1,-1.098914146E-1
6.443994091E1,-1.020141467E-1
6.446077503E1,-9.415525198E-2
6.448160915E1,-8.680200577E-2
6.450244327E1,-7.978332043E-2
6.452327740E1,-7.302873582E-2
6.454411152E1,-6.603085250E-2
6.456494564E1,-5.864658207E-2
6.458577976E1,-5.164355040E-2
6.460661389E1,-4.555911943E-2
6.462744801E1,-4.036428034E-2
6.464828213E1,-3.588143736E-2
6.466911625E1,-3.174535558E-2
6.468995038E1,-2.665340155E-2
6.471078450E1,-2.040676400E-2
6.473161862E1,-1.305346470E-2
6.475245274E1,-4.948439077E-3
6.477328687E1,2.437915653E-3
6.479412099E1,8.924395777E-3
6.481495511E1,1.426411979E-2
6.483578923E1,1.882926747E-2
6.485662336E1,2.267479897E-2
6.487745748E1,2.535307035E-2
6.489829160E1,2.774884179E-2
6.491912572E1,3.001850843E-2
6.493995985E1,3.268916160E-2
6.496079397E1,3.581150621E-2
6.498162809E1,3.913958371E-2
6.500246221E1,4.259259999E-2
6.502329634E1,4.550047219E-2
6.504413046E1,4.833577201E-2
6.506496458E1,5.068586767E-2
6.508579870E1,5.204040557E-2
6.510663283E1,5.224918574E-2
6.512746695E1,5.101233348E-2
6.514830107E1,4.906133562E-2
6.516913519E1,4.650973529E-2
6.518996932E1,4.365092888E-2
6.521080344E1,4.039079696E-2
6.523163756E1,3.588694334E-2
6.525247168E1,3.028395958E-2
6.527330581E1,2.379767597E-2
6.529413993E1,1.651551947E-2
6.531497405E1,8.285293356E-3
6.533580817E1,-8.306782693E-4
6.535664230E1,-1.082641166E-2
6.537747642E1,-2.217189223E-2
6.539831054E1,-3.428404778E-2
6.541914466E1,-4.712214693E-2
6.543997879E1,-6.032531708E-2
6.546081291E1,-7.249538600E-2
6.548164703E1,-8.415986598E-2
6.550248115E1,-9.503315389E-2
6.552331528E1,-1.038638428E-1
6.554414940E1,-1.118471995E-1
6.556498352E1,-1.188401431E-1
6.558581764E1,-1.233175024E-1
6.560665177E1,-1.268074065E-1
6.562748589E1,-1.300134659E-1
6.564832001E1,-1.325162202E-1
6.566915413E1,-1.356109381E-1
6.568998826E1,-1.395504028E-1
6.571082238E1,-1.434738338E-1
6.573165650E1,-1.461870968E-1
6.575249062E1,-1.464282274E-1
6.577332475E1,-1.426718533E-1
6.579415887E1,-1.360636652E-1
6.581499299E1,-1.270518303E-1
6.583582711E1,-1.140670925E-1
6.585666124E1,-1.004980803E-1
6.587749536E1,-8.503012359E-2
6.589832948E1,-6.537111849E-2
6.591916360E1,-4.541938007E-2
6.593999773E1,-2.445072494E-2
6.596083185E1,-2.215993591E-3
6.598166597E1,1.862180606E-2
6.600250009E1,3.860568628E-2
6.602333422E1,5.929575488E-2
6.604416834E1,7.896899432E-2
6.606500246E1,9.666106105E-2
